image,sigma,method,psnr,ssim
T1_coronal_159.npy,0.25,DnCNN,23.111454763072334,0.77025306224823
T1_coronal_159.npy,0.25,RicianNet,22.866409665567296,0.7560645341873169
T1_coronal_159.npy,0.25,Attention U-Net,22.36130703359411,0.7445884943008423
T1_coronal_171.npy,0.25,Noisy,12.494412664326841,0.284293532371521
T1_coronal_171.npy,0.25,DnCNN,22.20849814099202,0.7290312051773071
T1_coronal_171.npy,0.25,RicianNet,22.131324715234232,0.7163332104682922
T1_coronal_171.npy,0.25,Attention U-Net,21.55517839299059,0.7130308747291565
T1_coronal_173.npy,0.25,Noisy,12.53318990945468,0.29914847016334534
T1_coronal_173.npy,0.25,DnCNN,22.285203687992055,0.7473633289337158
T1_coronal_173.npy,0.25,RicianNet,22.012078184227928,0.7283247709274292
T1_coronal_173.npy,0.25,Attention U-Net,21.871512607854754,0.7333750128746033
T1_coronal_178.npy,0.25,Noisy,12.414649810956513,0.2851952314376831
T1_coronal_178.npy,0.25,DnCNN,22.157726202651546,0.7164124846458435
T1_coronal_178.npy,0.25,RicianNet,22.026786776707624,0.7049495577812195
T1_coronal_178.npy,0.25,Attention U-Net,21.91827521095821,0.7144116163253784
T1_coronal_186.npy,0.25,Noisy,12.260315167218112,0.26372236013412476
T1_coronal_186.npy,0.25,DnCNN,22.38732180026471,0.7221651077270508
T1_coronal_186.npy,0.25,RicianNet,21.80631555689566,0.691688060760498
T1_coronal_186.npy,0.25,Attention U-Net,22.182322598392915,0.7197242975234985
T1_coronal_194.npy,0.25,Noisy,11.933489543281011,0.22976964712142944
T1_coronal_194.npy,0.25,DnCNN,22.46684646195796,0.6547485589981079
T1_coronal_194.npy,0.25,RicianNet,21.954911423689893,0.6382384896278381
T1_coronal_194.npy,0.25,Attention U-Net,21.111828668452773,0.6532569527626038
T1_coronal_196.npy,0.25,Noisy,11.753684063871656,0.22236919403076172
T1_coronal_196.npy,0.25,DnCNN,21.93273369460524,0.6300324201583862
T1_coronal_196.npy,0.25,RicianNet,21.88915034085116,0.5990575551986694
T1_coronal_196.npy,0.25,Attention U-Net,21.228879534555716,0.6292494535446167
T1_coronal_199.npy,0.25,Noisy,11.648305009059472,0.21845456957817078
T1_coronal_199.npy,0.25,DnCNN,21.285576485332257,0.5917510390281677
T1_coronal_199.npy,0.25,RicianNet,21.907930537311184,0.6072314977645874
T1_coronal_199.npy,0.25,Attention U-Net,20.859202643510315,0.6164757013320923
T1_coronal_205.npy,0.25,Noisy,12.100292585697517,0.2107420712709427
T1_coronal_205.npy,0.25,DnCNN,23.123016173174157,0.7081464529037476
T1_coronal_205.npy,0.25,RicianNet,23.654393349384403,0.7120592594146729
T1_coronal_205.npy,0.25,Attention U-Net,22.933530557772407,0.704789936542511
T1_coronal_207.npy,0.25,Noisy,12.231513459212824,0.20019806921482086
T1_coronal_207.npy,0.25,DnCNN,23.69429456224296,0.7887399196624756
T1_coronal_207.npy,0.25,RicianNet,22.805595942250534,0.7678483128547668
T1_coronal_207.npy,0.25,Attention U-Net,22.671112995896937,0.7533913254737854
T1_coronal_209.npy,0.25,Noisy,12.823798276417742,0.1596769243478775
T1_coronal_209.npy,0.25,DnCNN,24.573344735650117,0.7443889379501343
T1_coronal_209.npy,0.25,RicianNet,25.39178001154029,0.7564098238945007
T1_coronal_209.npy,0.25,Attention U-Net,24.32105944604899,0.7306259870529175
T1_sagittal_001.npy,0.25,Noisy,12.542175977613637,0.20829737186431885
T1_sagittal_001.npy,0.25,DnCNN,23.183972725842317,0.668887197971344
T1_sagittal_001.npy,0.25,RicianNet,22.839384778770665,0.6560974717140198
T1_sagittal_001.npy,0.25,Attention U-Net,22.47431517436457,0.6441221237182617
T1_sagittal_005.npy,0.25,Noisy,12.404338180295735,0.18993718922138214
T1_sagittal_005.npy,0.25,DnCNN,22.917669467813283,0.6399996876716614
T1_sagittal_005.npy,0.25,RicianNet,22.77951942608286,0.6282691359519958
T1_sagittal_005.npy,0.25,Attention U-Net,22.50684589354792,0.6214314699172974
T1_sagittal_006.npy,0.25,Noisy,12.304289249281059,0.18584640324115753
T1_sagittal_006.npy,0.25,DnCNN,22.53283021832914,0.6328142285346985
T1_sagittal_006.npy,0.25,RicianNet,22.611340683947866,0.6192002296447754
T1_sagittal_006.npy,0.25,Attention U-Net,22.30822506925677,0.6140211224555969
T1_sagittal_008.npy,0.25,Noisy,12.195298887080757,0.18502655625343323
T1_sagittal_008.npy,0.25,DnCNN,22.641516152521902,0.6250028014183044
T1_sagittal_008.npy,0.25,RicianNet,22.826905164757065,0.6128621101379395
T1_sagittal_008.npy,0.25,Attention U-Net,22.30055751596822,0.6055126190185547
T1_sagittal_017.npy,0.25,Noisy,12.240295095935032,0.20116932690143585
T1_sagittal_017.npy,0.25,DnCNN,22.27216618112878,0.6263006925582886
T1_sagittal_017.npy,0.25,RicianNet,22.151951057145702,0.6076507568359375
T1_sagittal_017.npy,0.25,Attention U-Net,21.90745453476053,0.6163808107376099
T1_sagittal_018.npy,0.25,Noisy,12.226155256622505,0.20302100479602814
T1_sagittal_018.npy,0.25,DnCNN,22.528064569353916,0.6461524963378906
T1_sagittal_018.npy,0.25,RicianNet,22.368765857046675,0.629237174987793
T1_sagittal_018.npy,0.25,Attention U-Net,22.011380454542678,0.6272523403167725
T1_sagittal_029.npy,0.25,Noisy,12.015775161160702,0.20174646377563477
T1_sagittal_029.npy,0.25,DnCNN,22.53598750108145,0.6658042669296265
T1_sagittal_029.npy,0.25,RicianNet,22.381300535726886,0.6468462347984314
T1_sagittal_029.npy,0.25,Attention U-Net,22.302449854107024,0.6505445241928101
T1_sagittal_031.npy,0.25,Noisy,12.083811739203014,0.21389058232307434
T1_sagittal_031.npy,0.25,DnCNN,22.85373248830348,0.6965121030807495
T1_sagittal_031.npy,0.25,RicianNet,22.759271497220755,0.6839252710342407
T1_sagittal_031.npy,0.25,Attention U-Net,22.306303729985643,0.6721252799034119
T1_sagittal_037.npy,0.25,Noisy,12.080443444375632,0.21353031694889069
T1_sagittal_037.npy,0.25,DnCNN,22.803830283925453,0.6805747747421265
T1_sagittal_037.npy,0.25,RicianNet,22.159340843364596,0.6626600623130798
T1_sagittal_037.npy,0.25,Attention U-Net,22.088305645340775,0.6485161185264587
T1_sagittal_041.npy,0.25,Noisy,12.131689315380818,0.21495792269706726
T1_sagittal_041.npy,0.25,DnCNN,22.629310754598173,0.6859737038612366
T1_sagittal_041.npy,0.25,RicianNet,22.073121260520246,0.6748887300491333
T1_sagittal_041.npy,0.25,Attention U-Net,22.161475670147546,0.661863386631012
T1_sagittal_049.npy,0.25,Noisy,12.260915531105589,0.18174532055854797
T1_sagittal_049.npy,0.25,DnCNN,23.87714119793815,0.700330913066864
T1_sagittal_049.npy,0.25,RicianNet,23.230334953122835,0.6763720512390137
T1_sagittal_049.npy,0.25,Attention U-Net,22.86935549033425,0.6631571054458618
T1_sagittal_051.npy,0.25,Noisy,12.216604258124304,0.18020613491535187
T1_sagittal_051.npy,0.25,DnCNN,24.189776443231512,0.6940166354179382
T1_sagittal_051.npy,0.25,RicianNet,23.640121009488062,0.6737925410270691
T1_sagittal_051.npy,0.25,Attention U-Net,22.97130291348885,0.6572831273078918
T1_sagittal_052.npy,0.25,Noisy,12.240270434740923,0.1789989024400711
T1_sagittal_052.npy,0.25,DnCNN,23.898657797793618,0.6797961592674255
T1_sagittal_052.npy,0.25,RicianNet,23.237890966871678,0.6594674587249756
T1_sagittal_052.npy,0.25,Attention U-Net,22.744079166013563,0.6483715772628784
T1_sagittal_066.npy,0.25,Noisy,12.494473866714122,0.18844923377037048
T1_sagittal_066.npy,0.25,DnCNN,24.265196804529083,0.7205480933189392
T1_sagittal_066.npy,0.25,RicianNet,23.982832644147585,0.7080792784690857
T1_sagittal_066.npy,0.25,Attention U-Net,23.62090070663346,0.6982918977737427
T1_sagittal_070.npy,0.25,Noisy,12.535632799504643,0.19265535473823547
T1_sagittal_070.npy,0.25,DnCNN,24.70697265799695,0.747495710849762
T1_sagittal_070.npy,0.25,RicianNet,24.31397408727152,0.7278254628181458
T1_sagittal_070.npy,0.25,Attention U-Net,23.78981307936825,0.7175132036209106
T1_sagittal_077.npy,0.25,Noisy,12.360156318921602,0.19298097491264343
T1_sagittal_077.npy,0.25,DnCNN,24.445763442215767,0.7444823384284973
T1_sagittal_077.npy,0.25,RicianNet,24.021385770676016,0.7308146953582764
T1_sagittal_077.npy,0.25,Attention U-Net,23.76889133069492,0.721599817276001
T1_sagittal_079.npy,0.25,Noisy,12.429758192323654,0.19627057015895844
T1_sagittal_079.npy,0.25,DnCNN,24.280841041717668,0.7359009385108948
T1_sagittal_079.npy,0.25,RicianNet,23.80958882736493,0.7211194634437561
T1_sagittal_079.npy,0.25,Attention U-Net,23.62921691733535,0.715923011302948
T1_sagittal_082.npy,0.25,Noisy,12.405797103405495,0.1926123946905136
T1_sagittal_082.npy,0.25,DnCNN,24.234489752027986,0.7319905161857605
T1_sagittal_082.npy,0.25,RicianNet,23.946751876259302,0.7220236659049988
T1_sagittal_082.npy,0.25,Attention U-Net,23.867012427325246,0.720501184463501
T1_sagittal_104.npy,0.25,Noisy,12.409892193094983,0.19062454998493195
T1_sagittal_104.npy,0.25,DnCNN,24.475234457488032,0.7767709493637085
T1_sagittal_104.npy,0.25,RicianNet,23.97755387533064,0.7559963464736938
T1_sagittal_104.npy,0.25,Attention U-Net,23.736504452228555,0.7434219121932983
T1_sagittal_105.npy,0.25,Noisy,12.415491126897836,0.19292157888412476
T1_sagittal_105.npy,0.25,DnCNN,24.969150999982194,0.790152370929718
T1_sagittal_105.npy,0.25,RicianNet,24.31021926479208,0.7652851939201355
T1_sagittal_105.npy,0.25,Attention U-Net,24.10989092024579,0.7555350065231323
T1_sagittal_123.npy,0.25,Noisy,12.410153706950666,0.22165700793266296
T1_sagittal_123.npy,0.25,DnCNN,23.80193940522151,0.7453032732009888
T1_sagittal_123.npy,0.25,RicianNet,23.68728022850352,0.7317475080490112
T1_sagittal_123.npy,0.25,Attention U-Net,23.46447300623487,0.7373670935630798
T1_sagittal_125.npy,0.25,Noisy,12.374246935019155,0.23549076914787292
T1_sagittal_125.npy,0.25,DnCNN,24.207017629821976,0.7695924639701843
T1_sagittal_125.npy,0.25,RicianNet,23.777171304641833,0.7462874054908752
T1_sagittal_125.npy,0.25,Attention U-Net,23.781557781204157,0.7613264918327332
T1_sagittal_126.npy,0.25,Noisy,12.37775093988745,0.23126569390296936
T1_sagittal_126.npy,0.25,DnCNN,23.68355508666353,0.7432896494865417
T1_sagittal_126.npy,0.25,RicianNet,23.32184089107287,0.7216727137565613
T1_sagittal_126.npy,0.25,Attention U-Net,23.17190260778458,0.7344236373901367
T1_sagittal_131.npy,0.25,Noisy,12.37599746564442,0.24410219490528107
T1_sagittal_131.npy,0.25,DnCNN,23.967543924279614,0.7611752152442932
T1_sagittal_131.npy,0.25,RicianNet,23.672720082395415,0.7368512749671936
T1_sagittal_131.npy,0.25,Attention U-Net,23.62618065908736,0.7606469392776489
T1_sagittal_132.npy,0.25,Noisy,12.35253392069874,0.24259372055530548
T1_sagittal_132.npy,0.25,DnCNN,23.927221687449197,0.7572540044784546
T1_sagittal_132.npy,0.25,RicianNet,23.330411256500092,0.7296940684318542
T1_sagittal_132.npy,0.25,Attention U-Net,23.31522384574559,0.7535839080810547
T1_sagittal_135.npy,0.25,Noisy,12.331256569491465,0.25670209527015686
T1_sagittal_135.npy,0.25,DnCNN,23.773233287008402,0.7643978595733643
T1_sagittal_135.npy,0.25,RicianNet,23.10841541377757,0.7385011911392212
T1_sagittal_135.npy,0.25,Attention U-Net,23.265367638986977,0.770121157169342
T1_sagittal_142.npy,0.25,Noisy,12.312367112632588,0.26747870445251465
T1_sagittal_142.npy,0.25,DnCNN,23.650172756177454,0.7608799338340759
T1_sagittal_142.npy,0.25,RicianNet,23.539916804095444,0.7654342651367188
T1_sagittal_142.npy,0.25,Attention U-Net,23.528001904636003,0.780528724193573
T1_sagittal_149.npy,0.25,Noisy,12.206353793465487,0.2546318769454956
T1_sagittal_149.npy,0.25,DnCNN,22.205152410405855,0.7338701486587524
T1_sagittal_149.npy,0.25,RicianNet,23.001649010239632,0.7326146960258484
T1_sagittal_149.npy,0.25,Attention U-Net,23.655973199503165,0.7643467783927917
T1_sagittal_152.npy,0.25,Noisy,12.453159971130694,0.25568440556526184
T1_sagittal_152.npy,0.25,DnCNN,23.78322710943989,0.7719739675521851
T1_sagittal_152.npy,0.25,RicianNet,23.62817879295589,0.7673443555831909
T1_sagittal_152.npy,0.25,Attention U-Net,23.8327991207213,0.7678434252738953
T1_sagittal_156.npy,0.25,Noisy,12.44259476717997,0.23512253165245056
T1_sagittal_156.npy,0.25,DnCNN,23.88153199400986,0.7587600350379944
T1_sagittal_156.npy,0.25,RicianNet,23.78831635842575,0.7547155022621155
T1_sagittal_156.npy,0.25,Attention U-Net,23.9142010429866,0.7601856589317322
T1_sagittal_159.npy,0.25,Noisy,12.492268826426368,0.23948141932487488
T1_sagittal_159.npy,0.25,DnCNN,23.04682298414437,0.7173579931259155
T1_sagittal_159.npy,0.25,RicianNet,23.631775978794494,0.7465295791625977
T1_sagittal_159.npy,0.25,Attention U-Net,23.30697957529949,0.7558826804161072
T1_sagittal_166.npy,0.25,Noisy,12.736213594970426,0.11178033798933029
T1_sagittal_166.npy,0.25,DnCNN,24.695943025238613,0.6947428584098816
T1_sagittal_166.npy,0.25,RicianNet,25.942812542659,0.7363770008087158
T1_sagittal_166.npy,0.25,Attention U-Net,24.75790844291867,0.6803265810012817
T1_sagittal_180.npy,0.25,Noisy,14.242610574026894,0.49697867035865784
T1_sagittal_180.npy,0.25,DnCNN,23.073005924808122,0.903350830078125
T1_sagittal_180.npy,0.25,RicianNet,23.178570404415872,0.8962759971618652
T1_sagittal_180.npy,0.25,Attention U-Net,22.086305868755986,0.8903654217720032
T2_axial_007.npy,0.25,Noisy,13.008798118319103,0.2854800224304199
T2_axial_007.npy,0.25,DnCNN,22.777605235162316,0.7718697786331177
T2_axial_007.npy,0.25,RicianNet,22.98711966206262,0.7740789651870728
T2_axial_007.npy,0.25,Attention U-Net,22.384505001378727,0.7421916723251343
T2_axial_011.npy,0.25,Noisy,12.859756702784246,0.22230114042758942
T2_axial_011.npy,0.25,DnCNN,24.803088183780492,0.734795093536377
T2_axial_011.npy,0.25,RicianNet,24.764337578145383,0.7524343132972717
T2_axial_011.npy,0.25,Attention U-Net,23.521183080624883,0.707634687423706
T2_axial_018.npy,0.25,Noisy,12.643753104585958,0.29284530878067017
T2_axial_018.npy,0.25,DnCNN,23.05998820635912,0.7495913505554199
T2_axial_018.npy,0.25,RicianNet,23.56513315095407,0.757551908493042
T2_axial_018.npy,0.25,Attention U-Net,22.506049572928877,0.7384659647941589
T2_axial_024.npy,0.25,Noisy,12.58526872525759,0.3893898129463196
T2_axial_024.npy,0.25,DnCNN,21.701042383482726,0.792748212814331
T2_axial_024.npy,0.25,RicianNet,21.526386143499792,0.7839272618293762
T2_axial_024.npy,0.25,Attention U-Net,21.212194267134187,0.7693718075752258
T2_axial_025.npy,0.25,Noisy,12.527578266764046,0.39188364148139954
T2_axial_025.npy,0.25,DnCNN,21.58818745361959,0.7825515866279602
T2_axial_025.npy,0.25,RicianNet,21.261563370750412,0.7736411690711975
T2_axial_025.npy,0.25,Attention U-Net,20.801998325788738,0.757496178150177
T2_axial_045.npy,0.25,Noisy,12.788256265425327,0.37995028495788574
T2_axial_045.npy,0.25,DnCNN,21.78587221688875,0.7697166800498962
T2_axial_045.npy,0.25,RicianNet,21.445324567630387,0.7611101269721985
T2_axial_045.npy,0.25,Attention U-Net,20.69905875913536,0.7350084185600281
T2_axial_054.npy,0.25,Noisy,12.846186981506683,0.3479824662208557
T2_axial_054.npy,0.25,DnCNN,21.786445231776575,0.7646177411079407
T2_axial_054.npy,0.25,RicianNet,21.465729415508406,0.7523836493492126
T2_axial_054.npy,0.25,Attention U-Net,20.761686682034384,0.718102216720581
T2_axial_062.npy,0.25,Noisy,12.848036886885335,0.348204642534256
T2_axial_062.npy,0.25,DnCNN,21.360623853519417,0.7523387670516968
T2_axial_062.npy,0.25,RicianNet,21.327159469276666,0.7600700855255127
T2_axial_062.npy,0.25,Attention U-Net,20.501012628448755,0.7132347822189331
T2_axial_071.npy,0.25,Noisy,12.871610399951114,0.34449973702430725
T2_axial_071.npy,0.25,DnCNN,22.080942905439507,0.7859799861907959
T2_axial_071.npy,0.25,RicianNet,21.68958386812857,0.7737451791763306
T2_axial_071.npy,0.25,Attention U-Net,20.849801385240426,0.7361165285110474
T2_axial_077.npy,0.25,Noisy,12.875871659377896,0.37291333079338074
T2_axial_077.npy,0.25,DnCNN,21.213701826141108,0.7749902606010437
T2_axial_077.npy,0.25,RicianNet,20.960002351311914,0.7632281184196472
T2_axial_077.npy,0.25,Attention U-Net,20.434544721884972,0.7462007999420166
T2_axial_078.npy,0.25,Noisy,12.894464349095262,0.3777080178260803
T2_axial_078.npy,0.25,DnCNN,21.412007876954966,0.7841486930847168
T2_axial_078.npy,0.25,RicianNet,21.17028080161065,0.7672542929649353
T2_axial_078.npy,0.25,Attention U-Net,20.555206395014505,0.7440791130065918
T2_axial_089.npy,0.25,Noisy,13.278571342052864,0.4668038487434387
T2_axial_089.npy,0.25,DnCNN,20.537240953479852,0.7999590635299683
T2_axial_089.npy,0.25,RicianNet,20.424043674757975,0.7902798652648926
T2_axial_089.npy,0.25,Attention U-Net,19.921099967577337,0.7801740169525146
T2_axial_091.npy,0.25,Noisy,13.418995138316737,0.4598885476589203
T2_axial_091.npy,0.25,DnCNN,20.581653695124484,0.7822244763374329
T2_axial_091.npy,0.25,RicianNet,20.513138944068352,0.7765223979949951
T2_axial_091.npy,0.25,Attention U-Net,20.009171384720137,0.7591204643249512
T2_axial_093.npy,0.25,Noisy,13.114967479501196,0.45566847920417786
T2_axial_093.npy,0.25,DnCNN,20.671719038082227,0.7878366708755493
T2_axial_093.npy,0.25,RicianNet,20.47842958305642,0.772903323173523
T2_axial_093.npy,0.25,Attention U-Net,20.05654359392792,0.7643141746520996
T2_axial_095.npy,0.25,Noisy,13.018418844270393,0.414040744304657
T2_axial_095.npy,0.25,DnCNN,20.90397181028411,0.7652356624603271
T2_axial_095.npy,0.25,RicianNet,20.56798348490461,0.7434244751930237
T2_axial_095.npy,0.25,Attention U-Net,20.144028812915064,0.7272794246673584
T2_axial_099.npy,0.25,Noisy,12.893808447333704,0.39419084787368774
T2_axial_099.npy,0.25,DnCNN,21.227327797960697,0.7663639187812805
T2_axial_099.npy,0.25,RicianNet,20.894374348268407,0.7515136003494263
T2_axial_099.npy,0.25,Attention U-Net,20.52124215796661,0.7321010828018188
T2_axial_103.npy,0.25,Noisy,12.819557433391271,0.3584738075733185
T2_axial_103.npy,0.25,DnCNN,21.44502979411946,0.7716745734214783
T2_axial_103.npy,0.25,RicianNet,21.259810975018482,0.7605729699134827
T2_axial_103.npy,0.25,Attention U-Net,20.49275901080413,0.7268149852752686
T2_axial_108.npy,0.25,Noisy,12.785727636398757,0.342754989862442
T2_axial_108.npy,0.25,DnCNN,21.591810557773275,0.7694773077964783
T2_axial_108.npy,0.25,RicianNet,21.320604817055965,0.7569959759712219
T2_axial_108.npy,0.25,Attention U-Net,20.62411597788351,0.7189013361930847
T2_axial_109.npy,0.25,Noisy,12.842026016820235,0.3397643268108368
T2_axial_109.npy,0.25,DnCNN,21.58368837439589,0.7577057480812073
T2_axial_109.npy,0.25,RicianNet,21.367869040051545,0.75896817445755
T2_axial_109.npy,0.25,Attention U-Net,20.56104251553198,0.7189114689826965
T2_axial_119.npy,0.25,Noisy,12.927702580430394,0.3555367588996887
T2_axial_119.npy,0.25,DnCNN,21.84436478118537,0.7731829881668091
T2_axial_119.npy,0.25,RicianNet,21.505044587736812,0.7652717232704163
T2_axial_119.npy,0.25,Attention U-Net,20.73659326260088,0.7225508689880371
T2_axial_121.npy,0.25,Noisy,12.793542340493318,0.34364235401153564
T2_axial_121.npy,0.25,DnCNN,21.32671559679764,0.7521923780441284
T2_axial_121.npy,0.25,RicianNet,21.031392279417773,0.7451523542404175
T2_axial_121.npy,0.25,Attention U-Net,20.44032153747996,0.711645245552063
T2_axial_122.npy,0.25,Noisy,12.835264743205816,0.3527401089668274
T2_axial_122.npy,0.25,DnCNN,21.885867191311966,0.7827275395393372
T2_axial_122.npy,0.25,RicianNet,21.4996432087294,0.7664364576339722
T2_axial_122.npy,0.25,Attention U-Net,20.63016100512572,0.7209084033966064
T2_axial_123.npy,0.25,Noisy,12.815748605587258,0.3530413508415222
T2_axial_123.npy,0.25,DnCNN,21.65381735595293,0.7721971273422241
T2_axial_123.npy,0.25,RicianNet,21.28601970789404,0.7601655721664429
T2_axial_123.npy,0.25,Attention U-Net,20.566565739553738,0.721962034702301
T2_axial_134.npy,0.25,Noisy,12.89614551025068,0.3952521085739136
T2_axial_134.npy,0.25,DnCNN,21.69506463375582,0.7803541421890259
T2_axial_134.npy,0.25,RicianNet,21.372241987739663,0.764190673828125
T2_axial_134.npy,0.25,Attention U-Net,20.70032652638778,0.7455726265907288
T2_axial_143.npy,0.25,Noisy,12.716340885156349,0.41571658849716187
T2_axial_143.npy,0.25,DnCNN,21.48788079335229,0.7839065194129944
T2_axial_143.npy,0.25,RicianNet,21.19785159869636,0.7754918336868286
T2_axial_143.npy,0.25,Attention U-Net,20.724378595727323,0.7595983743667603
T2_axial_146.npy,0.25,Noisy,12.648194149995062,0.40605083107948303
T2_axial_146.npy,0.25,DnCNN,21.740183388669195,0.791922926902771
T2_axial_146.npy,0.25,RicianNet,21.37024252216073,0.7756446599960327
T2_axial_146.npy,0.25,Attention U-Net,20.70125382738674,0.7568060159683228
T2_axial_150.npy,0.25,Noisy,12.693914709161504,0.4134616255760193
T2_axial_150.npy,0.25,DnCNN,21.36577990829992,0.7836320996284485
T2_axial_150.npy,0.25,RicianNet,20.97116320184544,0.764202356338501
T2_axial_150.npy,0.25,Attention U-Net,20.476518046213485,0.7576618790626526
T2_axial_156.npy,0.25,Noisy,12.505689025654767,0.39684927463531494
T2_axial_156.npy,0.25,DnCNN,21.100303238547223,0.7698009610176086
T2_axial_156.npy,0.25,RicianNet,20.897585900295038,0.7605875730514526
T2_axial_156.npy,0.25,Attention U-Net,20.496683872072445,0.7512767314910889
T2_axial_158.npy,0.25,Noisy,12.389794914784138,0.38406020402908325
T2_axial_158.npy,0.25,DnCNN,21.97502202203557,0.7916433215141296
T2_axial_158.npy,0.25,RicianNet,21.45401116807006,0.7748210430145264
T2_axial_158.npy,0.25,Attention U-Net,21.051866281906907,0.7637752294540405
T2_axial_167.npy,0.25,Noisy,12.567592026841396,0.2244759052991867
T2_axial_167.npy,0.25,DnCNN,21.39844836166588,0.6302645802497864
T2_axial_167.npy,0.25,RicianNet,23.829354910537933,0.6784781217575073
T2_axial_167.npy,0.25,Attention U-Net,23.066453468267486,0.6805921196937561
T2_axial_178.npy,0.25,Noisy,13.169128181853239,0.5200360417366028
T2_axial_178.npy,0.25,DnCNN,20.654873778497233,0.8386246562004089
T2_axial_178.npy,0.25,RicianNet,20.606439539643805,0.8354025483131409
T2_axial_178.npy,0.25,Attention U-Net,20.113423609965515,0.8108108639717102
T2_coronal_007.npy,0.25,Noisy,13.94021424608459,0.29988136887550354
T2_coronal_007.npy,0.25,DnCNN,23.76745813714812,0.8062654137611389
T2_coronal_007.npy,0.25,RicianNet,24.080592153276775,0.8047873377799988
T2_coronal_007.npy,0.25,Attention U-Net,23.350191061192042,0.7896041870117188
T2_coronal_008.npy,0.25,Noisy,13.891457198653551,0.32126060128211975
T2_coronal_008.npy,0.25,DnCNN,23.716926614301602,0.826526939868927
T2_coronal_008.npy,0.25,RicianNet,24.007410967277988,0.8266769051551819
T2_coronal_008.npy,0.25,Attention U-Net,23.334686445971844,0.8105151057243347
T2_coronal_009.npy,0.25,Noisy,13.602163053349678,0.32944580912590027
T2_coronal_009.npy,0.25,DnCNN,24.558429972304655,0.8101882338523865
T2_coronal_009.npy,0.25,RicianNet,25.20404558444998,0.8440778255462646
T2_coronal_009.npy,0.25,Attention U-Net,24.442200906211518,0.8287811279296875
T2_coronal_014.npy,0.25,Noisy,13.54081932724743,0.42580172419548035
T2_coronal_014.npy,0.25,DnCNN,22.81119431654227,0.836527943611145
T2_coronal_014.npy,0.25,RicianNet,23.374025247744115,0.8405781984329224
T2_coronal_014.npy,0.25,Attention U-Net,22.53685280147146,0.8239859938621521
T2_coronal_017.npy,0.25,Noisy,13.046434532729037,0.4865863025188446
T2_coronal_017.npy,0.25,DnCNN,22.196700910846566,0.8556281924247742
T2_coronal_017.npy,0.25,RicianNet,22.1885372922251,0.8521313667297363
T2_coronal_017.npy,0.25,Attention U-Net,21.668797834717868,0.8493945598602295
T2_coronal_018.npy,0.25,Noisy,12.796888107352402,0.472331702709198
T2_coronal_018.npy,0.25,DnCNN,21.494243118729983,0.8323557376861572
T2_coronal_018.npy,0.25,RicianNet,21.68043353255049,0.8358331322669983
T2_coronal_018.npy,0.25,Attention U-Net,21.201686385260135,0.8301361203193665
T2_coronal_023.npy,0.25,Noisy,13.083144463106764,0.5188630223274231
T2_coronal_023.npy,0.25,DnCNN,21.362956288260012,0.8548750281333923
T2_coronal_023.npy,0.25,RicianNet,21.35914490497037,0.8479530215263367
T2_coronal_023.npy,0.25,Attention U-Net,21.094631985950777,0.8455528020858765
T2_coronal_037.npy,0.25,Noisy,12.837778540924978,0.4406324028968811
T2_coronal_037.npy,0.25,DnCNN,21.81507393044219,0.81867516040802
T2_coronal_037.npy,0.25,RicianNet,21.66074869461439,0.8108760714530945
T2_coronal_037.npy,0.25,Attention U-Net,21.163995012645614,0.800962507724762
T2_coronal_039.npy,0.25,Noisy,12.795859929686475,0.43737390637397766
T2_coronal_039.npy,0.25,DnCNN,21.943405328742877,0.8284923434257507
T2_coronal_039.npy,0.25,RicianNet,21.91788330631066,0.8199522495269775
T2_coronal_039.npy,0.25,Attention U-Net,21.25190668273577,0.806333601474762
T2_coronal_041.npy,0.25,Noisy,12.94003284679195,0.4278319180011749
T2_coronal_041.npy,0.25,DnCNN,22.093130809704395,0.8213903307914734
T2_coronal_041.npy,0.25,RicianNet,21.92051219771009,0.8105836510658264
T2_coronal_041.npy,0.25,Attention U-Net,21.161925553948684,0.7988794445991516
T2_coronal_043.npy,0.25,Noisy,12.85706429046909,0.4060747027397156
T2_coronal_043.npy,0.25,DnCNN,21.960602392070577,0.793978750705719
T2_coronal_043.npy,0.25,RicianNet,21.75120185436878,0.7830229997634888
T2_coronal_043.npy,0.25,Attention U-Net,21.216793450593343,0.7759519219398499
T2_coronal_051.npy,0.25,Noisy,12.877555052280776,0.39966875314712524
T2_coronal_051.npy,0.25,DnCNN,22.101984383979595,0.8013448119163513
T2_coronal_051.npy,0.25,RicianNet,21.72102294033465,0.7852456569671631
T2_coronal_051.npy,0.25,Attention U-Net,20.938542916787487,0.7668601870536804
T2_coronal_081.npy,0.25,Noisy,12.965174514911016,0.37088125944137573
T2_coronal_081.npy,0.25,DnCNN,22.026215984744084,0.7857744693756104
T2_coronal_081.npy,0.25,RicianNet,21.600045593628543,0.7639240622520447
T2_coronal_081.npy,0.25,Attention U-Net,21.04023014284751,0.7443574666976929
T2_coronal_088.npy,0.25,Noisy,12.78573746898278,0.3706591725349426
T2_coronal_088.npy,0.25,DnCNN,21.645266553765317,0.7762174010276794
T2_coronal_088.npy,0.25,RicianNet,21.230843411565733,0.7608299851417542
T2_coronal_088.npy,0.25,Attention U-Net,20.69920794491376,0.7381606698036194
T2_coronal_091.npy,0.25,Noisy,12.736092690371969,0.3663865625858307
T2_coronal_091.npy,0.25,DnCNN,21.72122132613986,0.7802205085754395
