image,sigma,method,psnr,ssim
T2_axial_108.npy,0.1,Liu et al. (2022),24.455392934975507,0.8123828172683716
T2_axial_109.npy,0.1,Liu et al. (2022),24.336518481092053,0.8060721755027771
T2_axial_119.npy,0.1,Liu et al. (2022),24.272401732239466,0.8168821930885315
T2_axial_121.npy,0.1,Liu et al. (2022),24.267019334512913,0.82071453332901
T2_axial_122.npy,0.1,Liu et al. (2022),24.313178802660946,0.8242495656013489
T2_axial_123.npy,0.1,Liu et al. (2022),24.327912866009726,0.822451114654541
T2_axial_134.npy,0.1,Liu et al. (2022),24.08530580747736,0.8567326664924622
T2_axial_143.npy,0.1,Liu et al. (2022),24.06919873690736,0.8752841949462891
T2_axial_146.npy,0.1,Liu et al. (2022),24.096813296070025,0.8729135990142822
T2_axial_150.npy,0.1,Liu et al. (2022),24.058096658114042,0.8735441565513611
T2_axial_156.npy,0.1,Liu et al. (2022),24.665570137827203,0.8720553517341614
T2_axial_158.npy,0.1,Liu et al. (2022),24.505864145278814,0.8651793003082275
T2_coronal_014.npy,0.1,Liu et al. (2022),25.53691294596769,0.9025363922119141
T2_axial_167.npy,0.1,Liu et al. (2022),26.005443961772734,0.7601814270019531
T2_coronal_008.npy,0.1,Liu et al. (2022),27.265371342167683,0.9062137603759766
T2_coronal_007.npy,0.1,Liu et al. (2022),27.469826120144383,0.8830451965332031
T2_coronal_009.npy,0.1,Liu et al. (2022),26.69709806138441,0.8659883141517639
T2_coronal_017.npy,0.1,Liu et al. (2022),25.20597844394878,0.920537531375885
T2_coronal_023.npy,0.1,Liu et al. (2022),24.197904763943626,0.9200294613838196
T2_coronal_018.npy,0.1,Liu et al. (2022),24.81897742704158,0.9105848073959351
T2_axial_178.npy,0.1,Liu et al. (2022),23.795331642079294,0.9170592427253723
T2_coronal_037.npy,0.1,Liu et al. (2022),24.115604653139332,0.8894433379173279
T2_coronal_039.npy,0.1,Liu et al. (2022),24.248140384613382,0.8880773186683655
T2_coronal_041.npy,0.1,Liu et al. (2022),24.322700107169545,0.8802029490470886
T2_coronal_081.npy,0.1,Liu et al. (2022),24.489110085439915,0.8421816229820251
T2_coronal_088.npy,0.1,Liu et al. (2022),24.268310609808527,0.8350531458854675
T2_coronal_051.npy,0.1,Liu et al. (2022),24.112996711076566,0.8607317805290222
T2_coronal_043.npy,0.1,Liu et al. (2022),24.262742768977787,0.8696188926696777
T2_coronal_091.npy,0.1,Liu et al. (2022),24.356863897625715,0.8413594961166382
T2_coronal_092.npy,0.1,Liu et al. (2022),24.472315634241404,0.8436632752418518
T2_coronal_096.npy,0.1,Liu et al. (2022),24.23682674637127,0.8353254795074463
T2_coronal_097.npy,0.1,Liu et al. (2022),24.278643282361408,0.8356673717498779
T2_coronal_098.npy,0.1,Liu et al. (2022),24.229338862876865,0.833856999874115
T2_coronal_099.npy,0.1,Liu et al. (2022),24.27241498362733,0.8272460103034973
T2_coronal_107.npy,0.1,Liu et al. (2022),24.252718363609883,0.8332879543304443
T2_coronal_109.npy,0.1,Liu et al. (2022),24.251947674718046,0.8339859843254089
T2_coronal_112.npy,0.1,Liu et al. (2022),24.099759002815997,0.829128623008728
T2_coronal_116.npy,0.1,Liu et al. (2022),24.08838058080008,0.8346006274223328
T2_coronal_118.npy,0.1,Liu et al. (2022),23.99077577358571,0.8314335346221924
T2_coronal_127.npy,0.1,Liu et al. (2022),23.95063653235344,0.8308917284011841
T2_coronal_123.npy,0.1,Liu et al. (2022),24.122020996131752,0.8301960229873657
T2_coronal_133.npy,0.1,Liu et al. (2022),23.82183054522587,0.8476762175559998
T2_coronal_138.npy,0.1,Liu et al. (2022),24.072959987814606,0.8493379354476929
T2_coronal_139.npy,0.1,Liu et al. (2022),24.10859380660193,0.854006290435791
T2_coronal_142.npy,0.1,Liu et al. (2022),23.936597813677473,0.8600882291793823
T2_coronal_143.npy,0.1,Liu et al. (2022),23.75801743734165,0.8587068319320679
T2_coronal_145.npy,0.1,Liu et al. (2022),23.98403401887606,0.8589312434196472
T2_coronal_146.npy,0.1,Liu et al. (2022),24.061212498979167,0.856523334980011
T2_coronal_154.npy,0.1,Liu et al. (2022),23.64800239631331,0.8535287380218506
T2_coronal_156.npy,0.1,Liu et al. (2022),23.81756883211148,0.8483029007911682
T2_coronal_160.npy,0.1,Liu et al. (2022),23.693352004352878,0.8430792689323425
T2_coronal_171.npy,0.1,Liu et al. (2022),23.4851680940681,0.8531100153923035
T2_coronal_172.npy,0.1,Liu et al. (2022),23.58764405557902,0.8544304370880127
T2_coronal_192.npy,0.1,Liu et al. (2022),23.15662603817367,0.898581862449646
T2_coronal_175.npy,0.1,Liu et al. (2022),23.454153814614408,0.8618119359016418
T2_coronal_194.npy,0.1,Liu et al. (2022),23.25315290072892,0.8984947800636292
T2_coronal_202.npy,0.1,Liu et al. (2022),23.83516753083732,0.8776184320449829
T2_sagittal_014.npy,0.1,Liu et al. (2022),23.529304873201447,0.8725139498710632
T2_sagittal_016.npy,0.1,Liu et al. (2022),23.3758692881938,0.8719218373298645
T2_sagittal_000.npy,0.1,Liu et al. (2022),24.10500323967526,0.8435420989990234
T2_sagittal_026.npy,0.1,Liu et al. (2022),23.795041858144835,0.858124315738678
T2_sagittal_021.npy,0.1,Liu et al. (2022),23.631599105441076,0.8623738884925842
T2_coronal_205.npy,0.1,Liu et al. (2022),24.10106439896415,0.8789864778518677
T2_coronal_207.npy,0.1,Liu et al. (2022),24.60197542860092,0.8736719489097595
T2_sagittal_032.npy,0.1,Liu et al. (2022),23.91800882395158,0.8460495471954346
T2_sagittal_030.npy,0.1,Liu et al. (2022),23.849503806522833,0.8489020466804504
T2_sagittal_033.npy,0.1,Liu et al. (2022),23.873761328773693,0.8432287573814392
T2_sagittal_045.npy,0.1,Liu et al. (2022),24.162114183929972,0.8552109599113464
T2_sagittal_049.npy,0.1,Liu et al. (2022),24.281008499525715,0.852983295917511
T2_sagittal_039.npy,0.1,Liu et al. (2022),24.129604389083724,0.8403951525688171
T2_sagittal_050.npy,0.1,Liu et al. (2022),24.13183114520482,0.8502684831619263
T2_sagittal_052.npy,0.1,Liu et al. (2022),24.154380692605937,0.8547007441520691
T2_sagittal_059.npy,0.1,Liu et al. (2022),24.185917731917815,0.8401737213134766
T2_sagittal_066.npy,0.1,Liu et al. (2022),24.281311186413074,0.8251613974571228
T2_sagittal_061.npy,0.1,Liu et al. (2022),24.2551239108623,0.8361092209815979
T2_sagittal_070.npy,0.1,Liu et al. (2022),24.20518761478782,0.8222265243530273
T2_sagittal_071.npy,0.1,Liu et al. (2022),24.20279652049941,0.8239907026290894
T2_sagittal_092.npy,0.1,Liu et al. (2022),24.282287136229343,0.8204164505004883
T2_sagittal_099.npy,0.1,Liu et al. (2022),24.16035622516095,0.8230868577957153
T2_sagittal_105.npy,0.1,Liu et al. (2022),24.38370627368585,0.8243246078491211
T2_sagittal_102.npy,0.1,Liu et al. (2022),24.257579303646754,0.8229961395263672
T2_sagittal_108.npy,0.1,Liu et al. (2022),24.249168085923706,0.8250100612640381
T2_sagittal_115.npy,0.1,Liu et al. (2022),24.03632611414193,0.8457046747207642
T2_sagittal_121.npy,0.1,Liu et al. (2022),23.8278860034675,0.8621147871017456
T2_sagittal_127.npy,0.1,Liu et al. (2022),23.716070016842806,0.8759981393814087
T2_sagittal_126.npy,0.1,Liu et al. (2022),23.68842288646682,0.8725338578224182
T2_sagittal_133.npy,0.1,Liu et al. (2022),23.64308467980433,0.8822354078292847
T2_sagittal_136.npy,0.1,Liu et al. (2022),23.448544999802913,0.8883754014968872
T2_sagittal_143.npy,0.1,Liu et al. (2022),23.643398191243648,0.8882842659950256
T2_sagittal_150.npy,0.1,Liu et al. (2022),24.038391509140098,0.8838832378387451
T2_sagittal_157.npy,0.1,Liu et al. (2022),24.5616388003274,0.865824818611145
T2_sagittal_176.npy,0.1,Liu et al. (2022),24.730869950019333,0.8876107931137085
T2_sagittal_158.npy,0.1,Liu et al. (2022),24.793893372227362,0.8675296902656555
T2_sagittal_180.npy,0.1,Liu et al. (2022),24.37792875496774,0.8416475057601929
T2_sagittal_167.npy,0.1,Liu et al. (2022),25.555651722675535,0.8655667901039124
PD_axial_014.npy,0.15,Liu et al. (2022),25.96883086235577,0.6617836952209473
PD_axial_006.npy,0.15,Liu et al. (2022),25.170059767203448,0.7641106843948364
PD_axial_010.npy,0.15,Liu et al. (2022),25.504905282101603,0.6878897547721863
T2_sagittal_163.npy,0.1,Liu et al. (2022),25.254499248731403,0.8358325362205505
PD_axial_017.npy,0.15,Liu et al. (2022),25.049917726862738,0.6804380416870117
PD_axial_023.npy,0.15,Liu et al. (2022),24.3172310040522,0.7327470183372498
PD_axial_053.npy,0.15,Liu et al. (2022),23.78791625563022,0.6999717354774475
PD_axial_044.npy,0.15,Liu et al. (2022),23.72651823395085,0.7231691479682922
PD_axial_024.npy,0.15,Liu et al. (2022),24.158729646696354,0.7315971851348877
PD_axial_061.npy,0.15,Liu et al. (2022),23.957109301498974,0.7017266154289246
PD_axial_070.npy,0.15,Liu et al. (2022),23.865086516622046,0.7024428248405457
PD_axial_088.npy,0.15,Liu et al. (2022),23.699227982616044,0.718025267124176
PD_axial_076.npy,0.15,Liu et al. (2022),23.676543445545583,0.7196376323699951
PD_axial_077.npy,0.15,Liu et al. (2022),23.773309466605316,0.7235919833183289
PD_axial_090.npy,0.15,Liu et al. (2022),23.467854825834248,0.7378599643707275
PD_axial_092.npy,0.15,Liu et al. (2022),23.582116804825148,0.7267900705337524
PD_axial_094.npy,0.15,Liu et al. (2022),23.56567549750821,0.7252079248428345
PD_axial_098.npy,0.15,Liu et al. (2022),23.720664307369983,0.7269095182418823
PD_axial_102.npy,0.15,Liu et al. (2022),23.762310055531724,0.725753128528595
PD_axial_107.npy,0.15,Liu et al. (2022),23.748335940386657,0.7038097381591797
PD_axial_108.npy,0.15,Liu et al. (2022),23.92040522173361,0.7156640887260437
PD_axial_118.npy,0.15,Liu et al. (2022),23.905163341578998,0.7061246037483215
PD_axial_120.npy,0.15,Liu et al. (2022),23.811830293104045,0.702692449092865
PD_axial_121.npy,0.15,Liu et al. (2022),23.813758519195293,0.6999092698097229
PD_axial_122.npy,0.15,Liu et al. (2022),23.788002852746907,0.7055457830429077
PD_axial_133.npy,0.15,Liu et al. (2022),23.68361506807405,0.7172467708587646
PD_axial_134.npy,0.15,Liu et al. (2022),23.84145614458317,0.7194479703903198
PD_axial_142.npy,0.15,Liu et al. (2022),23.766160676620366,0.7382147908210754
PD_coronal_011.npy,0.15,Liu et al. (2022),25.766702388410373,0.7016183733940125
PD_axial_155.npy,0.15,Liu et al. (2022),23.820714152079315,0.7372549176216125
PD_coronal_015.npy,0.15,Liu et al. (2022),25.122134309506073,0.7321949601173401
PD_axial_157.npy,0.15,Liu et al. (2022),24.04550108332736,0.7257809638977051
PD_coronal_016.npy,0.15,Liu et al. (2022),24.554534022605363,0.7422528862953186
PD_coronal_007.npy,0.15,Liu et al. (2022),24.722737571813376,0.8227105140686035
PD_coronal_027.npy,0.15,Liu et al. (2022),23.773009095314844,0.7491849064826965
PD_coronal_019.npy,0.15,Liu et al. (2022),24.21058345958631,0.7568364143371582
PD_coronal_029.npy,0.15,Liu et al. (2022),23.70329537440698,0.7423353791236877
PD_axial_178.npy,0.15,Liu et al. (2022),22.662289910079295,0.8033036589622498
PD_coronal_030.npy,0.15,Liu et al. (2022),23.764958404344696,0.7431570887565613
PD_coronal_038.npy,0.15,Liu et al. (2022),23.92078180476627,0.732852578163147
PD_coronal_043.npy,0.15,Liu et al. (2022),24.0014934345775,0.7251216769218445
PD_coronal_076.npy,0.15,Liu et al. (2022),24.154716793928582,0.7104380130767822
PD_coronal_041.npy,0.15,Liu et al. (2022),23.743632805749492,0.7267960906028748
PD_coronal_059.npy,0.15,Liu et al. (2022),23.889708313724405,0.7178041338920593
PD_coronal_086.npy,0.15,Liu et al. (2022),23.94685675347843,0.712634265422821
PD_coronal_082.npy,0.15,Liu et al. (2022),24.171290890031607,0.7113431692123413
PD_coronal_080.npy,0.15,Liu et al. (2022),24.097481347881683,0.7169109582901001
PD_coronal_087.npy,0.15,Liu et al. (2022),23.893481287788426,0.7137904763221741
PD_coronal_091.npy,0.15,Liu et al. (2022),23.819255473377744,0.7217682003974915
PD_coronal_094.npy,0.15,Liu et al. (2022),23.828871405553134,0.7264564633369446
PD_coronal_096.npy,0.15,Liu et al. (2022),23.91387234121079,0.7219879031181335
PD_coronal_098.npy,0.15,Liu et al. (2022),23.74330287677917,0.7218800783157349
PD_coronal_109.npy,0.15,Liu et al. (2022),23.881431648333233,0.7164776921272278
PD_coronal_118.npy,0.15,Liu et al. (2022),24.183853062888016,0.7011980414390564
PD_coronal_111.npy,0.15,Liu et al. (2022),23.904719031584065,0.7103449702262878
PD_coronal_131.npy,0.15,Liu et al. (2022),23.93563971938076,0.7129620909690857
PD_coronal_120.npy,0.15,Liu et al. (2022),24.150500435415907,0.7197582125663757
PD_coronal_136.npy,0.15,Liu et al. (2022),23.730432242047964,0.7222027778625488
PD_coronal_138.npy,0.15,Liu et al. (2022),23.639837658322662,0.730336606502533
PD_coronal_141.npy,0.15,Liu et al. (2022),23.70955303838805,0.7196622490882874
PD_coronal_144.npy,0.15,Liu et al. (2022),23.65726350045891,0.7101698517799377
PD_coronal_145.npy,0.15,Liu et al. (2022),23.84305115750059,0.720605731010437
PD_coronal_147.npy,0.15,Liu et al. (2022),23.559121319710513,0.7245185375213623
PD_coronal_168.npy,0.15,Liu et al. (2022),22.98172314204364,0.7215827703475952
PD_coronal_174.npy,0.15,Liu et al. (2022),23.16769612857419,0.7454090118408203
PD_coronal_184.npy,0.15,Liu et al. (2022),22.99546847991561,0.7480931878089905
PD_coronal_190.npy,0.15,Liu et al. (2022),22.755234435451417,0.7685326337814331
PD_coronal_195.npy,0.15,Liu et al. (2022),22.583951305079026,0.7701024413108826
PD_coronal_201.npy,0.15,Liu et al. (2022),22.815877008184987,0.77287757396698
PD_coronal_203.npy,0.15,Liu et al. (2022),23.29221857387338,0.7752003073692322
PD_coronal_204.npy,0.15,Liu et al. (2022),23.221402077636633,0.7641662359237671
PD_coronal_209.npy,0.15,Liu et al. (2022),24.876783144038306,0.7286732792854309
PD_sagittal_001.npy,0.15,Liu et al. (2022),24.609227276710538,0.6642789840698242
PD_sagittal_005.npy,0.15,Liu et al. (2022),24.158139296443743,0.659216046333313
PD_sagittal_007.npy,0.15,Liu et al. (2022),23.850449954711955,0.6808344125747681
PD_sagittal_015.npy,0.15,Liu et al. (2022),23.580296088804538,0.7101668119430542
PD_sagittal_017.npy,0.15,Liu et al. (2022),23.32187826242873,0.7048097848892212
PD_sagittal_022.npy,0.15,Liu et al. (2022),23.15659006210513,0.7326454520225525
PD_sagittal_027.npy,0.15,Liu et al. (2022),23.096769386086397,0.7372404932975769
PD_sagittal_024.npy,0.15,Liu et al. (2022),23.086216304771078,0.7321098446846008
PD_sagittal_030.npy,0.15,Liu et al. (2022),23.148040815105787,0.7372080683708191
PD_sagittal_031.npy,0.15,Liu et al. (2022),23.199712254730933,0.7346716523170471
PD_sagittal_034.npy,0.15,Liu et al. (2022),23.384953105398303,0.7233585119247437
PD_sagittal_041.npy,0.15,Liu et al. (2022),23.66991267656232,0.7270148992538452
PD_sagittal_047.npy,0.15,Liu et al. (2022),24.140997018063985,0.7180614471435547
PD_sagittal_050.npy,0.15,Liu et al. (2022),23.89723670583291,0.7139711380004883
PD_sagittal_051.npy,0.15,Liu et al. (2022),23.974732298215823,0.7259364724159241
PD_sagittal_053.npy,0.15,Liu et al. (2022),23.887823302676384,0.7233464121818542
PD_sagittal_054.npy,0.15,Liu et al. (2022),23.963075420781244,0.7218086123466492
PD_sagittal_060.npy,0.15,Liu et al. (2022),23.869826974733943,0.729510486125946
PD_sagittal_071.npy,0.15,Liu et al. (2022),23.860199228323967,0.7188287973403931
PD_sagittal_073.npy,0.15,Liu et al. (2022),23.883581925917767,0.7168850898742676
PD_sagittal_075.npy,0.15,Liu et al. (2022),23.93685013699125,0.7235049605369568
PD_sagittal_081.npy,0.15,Liu et al. (2022),23.667019571113816,0.7357211112976074
PD_sagittal_097.npy,0.15,Liu et al. (2022),23.47756837981062,0.7335964441299438
PD_sagittal_098.npy,0.15,Liu et al. (2022),23.53754006719054,0.732326328754425
PD_sagittal_100.npy,0.15,Liu et al. (2022),23.594497321412273,0.7317111492156982
PD_sagittal_107.npy,0.15,Liu et al. (2022),23.665419707213076,0.7356740832328796
PD_sagittal_104.npy,0.15,Liu et al. (2022),23.782738565213894,0.7379145622253418
PD_sagittal_126.npy,0.15,Liu et al. (2022),23.367881606361184,0.7548580169677734
PD_sagittal_132.npy,0.15,Liu et al. (2022),23.21758435018485,0.7480717301368713
PD_sagittal_133.npy,0.15,Liu et al. (2022),23.311814830727855,0.7485713958740234
PD_sagittal_136.npy,0.15,Liu et al. (2022),23.192122359019542,0.7677174210548401
PD_sagittal_137.npy,0.15,Liu et al. (2022),23.057689137954252,0.755364179611206
PD_sagittal_138.npy,0.15,Liu et al. (2022),23.13251706202129,0.761198103427887
PD_sagittal_142.npy,0.15,Liu et al. (2022),23.09874042069728,0.7733834981918335
PD_sagittal_143.npy,0.15,Liu et al. (2022),23.208807612913862,0.7713234424591064
PD_sagittal_150.npy,0.15,Liu et al. (2022),23.717679131798818,0.7753179669380188
PD_sagittal_151.npy,0.15,Liu et al. (2022),23.661897004434135,0.7709536552429199
PD_sagittal_157.npy,0.15,Liu et al. (2022),24.193874954854564,0.7696557641029358
PD_sagittal_158.npy,0.15,Liu et al. (2022),24.085167745103412,0.7695300579071045
PD_sagittal_161.npy,0.15,Liu et al. (2022),25.10177573610783,0.7540239095687866
PD_sagittal_180.npy,0.15,Liu et al. (2022),22.639176078467077,0.7837317585945129
PD_sagittal_167.npy,0.15,Liu et al. (2022),24.014416957585397,0.7450467348098755
T1_axial_010.npy,0.15,Liu et al. (2022),25.014047098933663,0.7210898399353027
T1_axial_014.npy,0.15,Liu et al. (2022),24.67368594374524,0.7061158418655396
T1_axial_027.npy,0.15,Liu et al. (2022),24.126619809034658,0.7287460565567017
T1_axial_043.npy,0.15,Liu et al. (2022),23.882554861270417,0.7418799996376038
T1_axial_047.npy,0.15,Liu et al. (2022),23.915273979177705,0.7346404194831848
T1_axial_050.npy,0.15,Liu et al. (2022),24.041499906815332,0.7346017956733704
T1_axial_051.npy,0.15,Liu et al. (2022),24.092751094298855,0.7334353923797607
T1_axial_065.npy,0.15,Liu et al. (2022),24.03464879967412,0.705015242099762
T1_axial_074.npy,0.15,Liu et al. (2022),24.31229004718825,0.7047638893127441
T1_axial_080.npy,0.15,Liu et al. (2022),24.229932544646612,0.7071537375450134
T1_axial_085.npy,0.15,Liu et al. (2022),24.023616193336956,0.6989900469779968
T1_axial_091.npy,0.15,Liu et al. (2022),24.02891497427968,0.7004966735839844
T1_axial_092.npy,0.15,Liu et al. (2022),23.954432170892055,0.7080689668655396
T1_axial_098.npy,0.15,Liu et al. (2022),23.96274551738042,0.7097734808921814
T1_axial_102.npy,0.15,Liu et al. (2022),24.317356150718666,0.7103724479675293
T1_axial_106.npy,0.15,Liu et al. (2022),24.40140071954933,0.6989864110946655
T1_axial_111.npy,0.15,Liu et al. (2022),24.059355600688477,0.6972923278808594
T1_axial_112.npy,0.15,Liu et al. (2022),24.173692453893338,0.7014480233192444
T1_axial_116.npy,0.15,Liu et al. (2022),24.149834957934257,0.7084787487983704
T1_axial_117.npy,0.15,Liu et al. (2022),24.247966390694668,0.7129034996032715
T1_axial_119.npy,0.15,Liu et al. (2022),24.26710873890356,0.7075579166412354
T1_axial_124.npy,0.15,Liu et al. (2022),24.161863191705763,0.7187151312828064
T1_axial_126.npy,0.15,Liu et al. (2022),24.12399766677258,0.7171152830123901
T1_axial_137.npy,0.15,Liu et al. (2022),23.811632799227795,0.7361162900924683
T1_axial_138.npy,0.15,Liu et al. (2022),23.91400332090654,0.7424691319465637
T1_axial_149.npy,0.15,Liu et al. (2022),23.916651152937483,0.7490259408950806
T1_axial_152.npy,0.15,Liu et al. (2022),23.98495070811162,0.7444828748703003
T1_axial_153.npy,0.15,Liu et al. (2022),23.878911409096908,0.7392739057540894
T1_axial_159.npy,0.15,Liu et al. (2022),24.000319734636513,0.7096075415611267
T1_axial_157.npy,0.15,Liu et al. (2022),24.033347342752656,0.7153699398040771
T1_axial_161.npy,0.15,Liu et al. (2022),24.028858211182524,0.7059474587440491
T1_axial_160.npy,0.15,Liu et al. (2022),24.10974373826928,0.7088724970817566
T1_axial_166.npy,0.15,Liu et al. (2022),24.59687850000077,0.7008470892906189
T1_axial_173.npy,0.15,Liu et al. (2022),24.922072429109825,0.7462414503097534
T1_coronal_031.npy,0.15,Liu et al. (2022),24.21986647193865,0.7231424450874329
T1_coronal_037.npy,0.15,Liu et al. (2022),24.193482961501186,0.7405293583869934
T1_coronal_040.npy,0.15,Liu et al. (2022),24.27338487864302,0.7347160577774048
T1_coronal_054.npy,0.15,Liu et al. (2022),24.086500631839787,0.7268674969673157
T1_coronal_020.npy,0.15,Liu et al. (2022),24.72429446823488,0.6889707446098328
T1_coronal_042.npy,0.15,Liu et al. (2022),24.302034215200603,0.7316592335700989
T1_coronal_011.npy,0.15,Liu et al. (2022),25.827269700782715,0.7141843438148499
T1_coronal_056.npy,0.15,Liu et al. (2022),24.134038087109143,0.726022481918335
T1_coronal_059.npy,0.15,Liu et al. (2022),24.22032578620985,0.7367621660232544
T1_coronal_071.npy,0.15,Liu et al. (2022),23.998685720622834,0.7254382967948914
T1_coronal_074.npy,0.15,Liu et al. (2022),24.14721637013409,0.7369594573974609
T1_coronal_081.npy,0.15,Liu et al. (2022),24.062508419835666,0.7283376455307007
T1_coronal_085.npy,0.15,Liu et al. (2022),24.053906931298698,0.731765866279602
T1_coronal_088.npy,0.15,Liu et al. (2022),23.903054018987753,0.7220802903175354
T1_coronal_094.npy,0.15,Liu et al. (2022),23.897885666399144,0.7159913182258606
T1_coronal_092.npy,0.15,Liu et al. (2022),23.861766695701718,0.7103590369224548
T1_coronal_098.npy,0.15,Liu et al. (2022),24.036987999333427,0.6983798742294312
T1_coronal_102.npy,0.15,Liu et al. (2022),24.125361349173705,0.718869149684906
T1_coronal_103.npy,0.15,Liu et al. (2022),24.01423245796073,0.7045259475708008
T1_coronal_106.npy,0.15,Liu et al. (2022),24.08494239943741,0.7157081961631775
T1_coronal_127.npy,0.15,Liu et al. (2022),23.61623444792044,0.7329540848731995
T1_coronal_133.npy,0.15,Liu et al. (2022),23.580442289900038,0.735327422618866
T1_coronal_137.npy,0.15,Liu et al. (2022),23.823887605061334,0.7491708993911743
T1_coronal_134.npy,0.15,Liu et al. (2022),23.632999822396222,0.734066367149353
T1_coronal_138.npy,0.15,Liu et al. (2022),23.66751456164576,0.734900951385498
T1_coronal_145.npy,0.15,Liu et al. (2022),23.529099763033013,0.7389875054359436
T1_coronal_153.npy,0.15,Liu et al. (2022),23.354135528073506,0.7576470971107483
T1_coronal_154.npy,0.15,Liu et al. (2022),23.27482048816033,0.7522312998771667
T1_coronal_149.npy,0.15,Liu et al. (2022),23.47554424343781,0.7554019093513489
T1_coronal_155.npy,0.15,Liu et al. (2022),23.442331296235874,0.7703051567077637
T1_coronal_159.npy,0.15,Liu et al. (2022),23.28947794799636,0.7613089084625244
T1_coronal_171.npy,0.15,Liu et al. (2022),22.857641173565042,0.7694876194000244
T1_coronal_173.npy,0.15,Liu et al. (2022),22.858087144920805,0.7791305184364319
T1_coronal_178.npy,0.15,Liu et al. (2022),23.235917972347305,0.7863480448722839
T1_coronal_186.npy,0.15,Liu et al. (2022),23.370642730528736,0.7733566761016846
T1_coronal_194.npy,0.15,Liu et al. (2022),23.524569299212054,0.7439907789230347
T1_coronal_196.npy,0.15,Liu et al. (2022),23.610477050064116,0.7176654934883118
T1_coronal_199.npy,0.15,Liu et al. (2022),23.537809514552755,0.6926186084747314
T1_sagittal_001.npy,0.15,Liu et al. (2022),23.859665552631007,0.7126853466033936
T1_coronal_205.npy,0.15,Liu et al. (2022),24.26808744567339,0.7620184421539307
T1_sagittal_005.npy,0.15,Liu et al. (2022),23.858878193326007,0.694442093372345
T1_coronal_207.npy,0.15,Liu et al. (2022),24.131240774781393,0.7873976826667786
T1_coronal_209.npy,0.15,Liu et al. (2022),24.354877318970512,0.7675147652626038
T1_sagittal_006.npy,0.15,Liu et al. (2022),23.727804380517476,0.6912043690681458
T1_sagittal_008.npy,0.15,Liu et al. (2022),23.81846176421979,0.681513786315918
T1_sagittal_017.npy,0.15,Liu et al. (2022),23.516282293137586,0.7004161477088928
T1_sagittal_018.npy,0.15,Liu et al. (2022),23.609223786624355,0.7036380767822266
T1_sagittal_029.npy,0.15,Liu et al. (2022),23.506197575181943,0.7048009037971497
T1_sagittal_031.npy,0.15,Liu et al. (2022),23.364784295826194,0.697380781173706
T1_sagittal_037.npy,0.15,Liu et al. (2022),23.32309300658914,0.7061324715614319
T1_sagittal_041.npy,0.15,Liu et al. (2022),23.4122121865081,0.7206565141677856
T1_sagittal_049.npy,0.15,Liu et al. (2022),23.870133131633477,0.713397741317749
T1_sagittal_051.npy,0.15,Liu et al. (2022),23.902451472553384,0.7063615322113037
T1_sagittal_052.npy,0.15,Liu et al. (2022),23.890393795070395,0.7132732272148132
T1_sagittal_066.npy,0.15,Liu et al. (2022),23.914034696857396,0.7238301634788513
T1_sagittal_070.npy,0.15,Liu et al. (2022),23.92703835746028,0.7252591848373413
T1_sagittal_077.npy,0.15,Liu et al. (2022),23.76888988570519,0.7349370718002319
T1_sagittal_079.npy,0.15,Liu et al. (2022),23.925874117928426,0.7397350668907166
T1_sagittal_082.npy,0.15,Liu et al. (2022),23.763354288703905,0.725123405456543
T1_sagittal_104.npy,0.15,Liu et al. (2022),23.817762212088667,0.7204833626747131
T1_sagittal_105.npy,0.15,Liu et al. (2022),23.85949095408446,0.7201700806617737
T1_sagittal_123.npy,0.15,Liu et al. (2022),23.84907791082157,0.7606557607650757
T1_sagittal_125.npy,0.15,Liu et al. (2022),23.76114298561957,0.7621474862098694
T1_sagittal_126.npy,0.15,Liu et al. (2022),23.734719650567687,0.7649325132369995
T1_sagittal_131.npy,0.15,Liu et al. (2022),23.79161147189127,0.776469349861145
T1_sagittal_132.npy,0.15,Liu et al. (2022),23.68982171616341,0.7638272047042847
T1_sagittal_135.npy,0.15,Liu et al. (2022),23.665318588898923,0.7757195234298706
T1_sagittal_142.npy,0.15,Liu et al. (2022),23.627878501360193,0.7759920954704285
T1_sagittal_149.npy,0.15,Liu et al. (2022),23.720118927512814,0.7773755192756653
T1_sagittal_152.npy,0.15,Liu et al. (2022),23.759076497747053,0.7645701766014099
T1_sagittal_156.npy,0.15,Liu et al. (2022),24.39840970005358,0.772860050201416
T1_sagittal_159.npy,0.15,Liu et al. (2022),24.457962829232578,0.771893322467804
T2_axial_007.npy,0.15,Liu et al. (2022),23.656971518121264,0.7720158696174622
T2_axial_011.npy,0.15,Liu et al. (2022),23.925512572939653,0.6678333282470703
T1_sagittal_180.npy,0.15,Liu et al. (2022),22.629016959856404,0.8904550671577454
T2_axial_018.npy,0.15,Liu et al. (2022),23.16313759269406,0.7356942296028137
T1_sagittal_166.npy,0.15,Liu et al. (2022),25.187473631852647,0.7201757431030273
T2_axial_024.npy,0.15,Liu et al. (2022),22.245992941759035,0.8032554984092712
T2_axial_025.npy,0.15,Liu et al. (2022),22.000338096660904,0.8000190854072571
T2_axial_045.npy,0.15,Liu et al. (2022),21.542623467978096,0.7769597172737122
T2_axial_054.npy,0.15,Liu et al. (2022),21.512978476207962,0.7422706484794617
T2_axial_062.npy,0.15,Liu et al. (2022),21.680050900103748,0.7416470050811768
